REF;DESCRICAO;SEMANA;TECIDO;COLECAO;FAMILIA;PROGRAMACAO;CORES
00347;VESTIDO CURTO BOTANICO;SEMANA;;PRIMAVERA/VERÃO 2016;;;1
01260;MACAQUINHO LINHO TRI;SEMANA;;VERÃO 2019;;;2
02162;MACACAO ACROPOLE;SEMANA;;VERÃO 2021;;;1
02724;MACACAO LG CHERIE;SEMANA;;VERÃO 2022;;;1
04459;CALCA IRIS JOGGER;SEMANA 07;ESTAMPA IRIS;INVERNO 2024;IRIS;FC - AV24 SEM09 - 26/02;1
04719;MACACAO BOTOES COM FAIXA;SEMANA 22;MOSSAMBIQUE POLY SILK CREPE;INVERNO 2024;AMAR;FC - INV24 SEM21 - 20/04;8
07078;SHORT CURTO SONGS;SEMANA 47;;ALTO VERÃO 2027;SONGS;;3
00833;VESTIDO MIDI LINHO;SEMANA;;VERÃO 2018;;;3
01249;BLUSA NO;SEMANA;;VERÃO 2019;;;2
01915;BLUSA COOL MOLETINHO;SEMANA;;OFF;;;3
02558;MACACAO LG EQUILIBRIO;SEMANA;;INVERNO 2021;;;3
05837;BLAZER OFICINA;SEMANA 27;SARJA COLOR  RW13587;INTERMEDIÁRIA;OFICINA;FC - VER26 SEM 27 - 01/07;3
06440;VESTIDO CURTO SYNC;CANCELADO;LINHO CHINA (AT2314);VERÃO 2027;SYNC;;1
07104;LENCO SUMMER PARTY;SEMANA 36;CREPE IPANEMA EST SUMMER PARTY;VERÃO 2027;SUMMER PARTY;FC - VER27 SEM 36 - 01/09;1
06098;SHORT BASIC STREET;SEMANA 44;TECIDO VERMONT CHINA RW55406-1;ALTO VERÃO 2026;STREET;FC - AV26 SEM 44 - 27/10;3
02062;REGATA CROPPED NO;SEMANA;;OFF;;;6
02430;SHORT LINHO SUTIL;SEMANA;;VERÃO 2021;;;1
03235;BODY TULE ML;CANCELADO;;ALTO VERÃO 2022;;;1
03269;VESTIDO CURTO CEU;CANCELADO;;ALTO VERÃO 2023;;;1
06375;SHORT GRAOS;SEMANA 13;TECIDO VERMONT CHINA RW55406-1;INVERNO 2026;GRAOS;FC - INV26 SEM 13 - 23/03;2
06575;BLUSA BASICA;SEMANA;;BAZAR FABRICA;;;1
01429;CALCA PENINHAS;SEMANA;;INVERNO 2019;;;1
01817;SHORT COOL;SEMANA;;OFF;;;4
02670;VESTIDO MD SWEETY;SEMANA;;VERÃO 2022;SWEETY;;1
03123;VESTIDO MD SOLO;SEMANA;;INVERNO 2022;SOLO;;1
03127;MACACAO LG SOLO;SEMANA;;INVERNO 2022;SOLO;;1
03556;MACACAO DUNAS;SEMANA 48;EST DUNAS - PARISE;VERÃO 2023;;FC - VER24 SEM48 - 27/11 ;1
06271;BLAZER LISTRAS MACCHIATO;SEMANA 10;MARRANT EST MACCHIATO BPW850512-01;INVERNO 2026;MACCHIATO;FC - INV26 SEM 10 - 02/03;1
00688;REGATA COLOR MARINHO;SEMANA;;OFF;;;1
01160;VESTIDO ROMA FLORAL;SEMANA;;VERÃO 2019;;;1
01337;VESTIDO MIDI BALTICO;SEMANA;;VERÃO 2019;;;1
03857;BLUSA MGA CURTA  5000;BAZAR;;BAZAR 2023;;;1
04587;SAIA MIDI WISH;SEMANA 19;ALFAIATARIA MARRANT NEW (AT2286);INVERNO 2024;WISH;FC - INV24 SEM19 - 04/05;9
05872;VESTIDO MIDI RECORTES DINKY;CANCELADO;;ALTO VERÃO 2026;DINKY;;1
00325;CALCA BOY CAMELO;SEMANA;;OUTONO/INVERNO 2016;;;1
01170;BLUSA TSHIRT POESIA;SEMANA;;OFF;;;6
01397;MACACAO LONDON;SEMANA;;INVERNO 2019;;;3
04352;SAIA MIDI BRISA;SEMANA 45;ALGODAO BORDADO DOTS CHINA (EW5585-03);VERÃO 2025;BRISA;FC - VER24 SEM49 - 04/12;4
05637;VESTIDO CURTO SANTORINI;SEMANA 48;LINHO CHINA (AT2314);ALTO VERÃO 2025;SANTORINI;FC - VER25 SEM 48 - 25/11;6
00858;PANTALONA BASIC SANTORINI;SEMANA;;VERÃO 2018;;;1
04707;MACACAO SEMEAR DETALHE MANGA;SEMANA 32;ALFAIATARIA MARRANT NEW (AT2286);VERÃO 2025;SEMEAR;;3
01466;CALCA TRES CORES;SEMANA;;INVERNO 2019;;;2
02302;BLUSA RAIZ;SEMANA;;OFF;;;3
05377;SHORT BOLSO LINHO;SEMANA 44;LINHO SPANDEX;ALTO VERÃO 2025;SUNSHINE;FC - VER25 SEM 40- 30/09;9
05431;COLETE BOTOES CAMINHAR;CANCELADO;ALFAIATARIA MARRANT NEW (AT2286);VERÃO 2026;CAMINHAR;;3
05943;VESTIDO RETINHO SERENO;SEMANA 13;MARANT NATURE SUMMER (BETA);INVERNO 2025;SERENO;;1
05987;VESTIDO CROPPED VILA;SEMANA 27;BROMELIA EST FAM 26 - LEQUES 9B1612;VERÃO 2026;VILA;FC - VER26 SEM 27 - 01/07;1
06310;SHORT ICED;SEMANA 05;MARROCAINE RW80136-1;INVERNO 2026;ICED;FC - INV26 SEM 05 - 26/01;2
00788;PANTACOURT XADREZ;SEMANA;;VERÃO 2018;;;1
01195;CROPPED MAXI POA;SEMANA;;VERÃO 2019;;;1
04313;CAMISA VERANO BOLSOS;CANCELADO;TAG PAPEL C/ ILHOES LIZIE;VERÃO 2024;VERANO;;4
02654;TOP EQUILIBRIO;SEMANA;;OFF;;;5
05748;BLUSA RETILINEA LAKE;SEMANA 11;JALAPAO;INVERNO 2025;LAKE;FC - INV25 SEM 11 - 10/03;2
06026;SHORT BASIC TELA;SEMANA 41;ESTAMPADO LOSANGO PW30701;ALTO VERÃO 2026;TELA;FC - VER26 SEM 41 - 06/10;1
00771;SAIA LINHO ABACAXI;SEMANA;;VERÃO 2018;;;3
01243;REGATA GLAM;SEMANA;;VERÃO 2019;;;2
02825;VESTIDO CURTO SOLEIL;SEMANA 48;;OFF;SOLEIL;;1
02872;CROPPED FRANCE;SEMANA;;OFF;;;4
01080;CAMISARIA POA BAMBU;SEMANA;;INVERNO 2018;;;1
01649;VESTIDO MIDI LA BELLE;SEMANA;;VERÃO 2020;;;1
02535;MACACAO ART;SEMANA;;INVERNO 2021;;;1
02736;VESTIDO CURTO JETAIME;SEMANA;;VERÃO 2022;;;1
02829;SHORT  ENERGIA;SEMANA;;OFF;;;5
03412;TOP FELINO;SEMANA;TAG PAPEL C/ ILHOES LIZIE;VERÃO 2023;FELINO;;1
06053;REGATA MAR;SEMANA 48;LINHO CHINA (AT2314);INTERMEDIÁRIA;MAR;FC - AV26 SEM 45 - 03/11;5
06076;VESTIDO CURTO CRAYON;SEMANA 50;VISCOSE ESSENCIAL ARW800098;ALTO VERÃO 2026;CRAYON;FC - AV26 SEM 45 - 03/11;4
01838;CROPPED VERANEIO;SEMANA;;OFF;;;6
01975;BLUSA COOL FOLK;SEMANA;;OFF;;;11
03719;BLUSA NATURALLE;SEMANA;ETIQUETA INTERNA (PP);INVERNO 2023;;;4
06287;TOP LAISE ATELIE;SEMANA 42;LAISE VERÃO 26;ALTO VERÃO 2026;ATELIE;FC - AV26 SEM 42 - 13/10;2
01641;CALCA FLARE LA BELLE;SEMANA;;VERÃO 2020;;;1
02557;VESTIDO MD ONIX;SEMANA;;INVERNO 2021;;;1
02923;VESTIDO MD NATURAL;SEMANA;;VERÃO 2022;;;1
04647;CALCA CENOURA ANOITECER;SEMANA 24;BILBAO ESTAMPA ANOITECER;INVERNO 2024;ANOITECER;FC - INV24 SEM23 - 03/06;1
06114;VESTIDO CURTO MAM;SEMANA 42;LINHO 100%;ALTO VERÃO 2026;MAM;FC - AV26 SEM 42 - 13/10;3
06858;VESTIDO CURTO HEARTBEAT;SEMANA 42;PATOU NEW (RW82311);ALTO VERÃO 2027;HEARTBEAT;;4
00546;BLUSA BASICA LISTRADA;SEMANA;;OUTONO/INVERNO 2017;;;1
00714;MACACAO MIDI DEBRUM;SEMANA;;VERÃO 2018;;;2
01029;MACACAO MIDI SOFT MOSCOU;SEMANA;;INVERNO 2018;;;1
01473;VESTIDO TUBINHO LOSANGO;SEMANA;;INVERNO 2019;;;1
01665;PANTALONA JARDIM PB;SEMANA;;VERÃO 2020;;;1
02030;BODY VIES;SEMANA;;OFF;;;2
02161;MACAQUINHO ACROPOLE;SEMANA;;VERÃO 2021;;;1
03016;CROPPED EUFORIA;SEMANA;;OFF;;;1
03477;CROPPED ENERGIA;SEMANA;;INVERNO 2022;;;5
04558;CORSET RISCA DE GIZ;SEMANA 21;ALFAIATARIA RISCA GIZ(ADS220418-2);INVERNO 2024;RISCA DE GIZ;;8
05293;PANTALONA SUN ACETINADA;SEMANA 48;PATOU NEW ESTAMPA SUN;ALTO VERÃO 2025;SUN;FC - VER25 SEM 48 - 25/11;1
05596;VESTIDO MIDI PEPPER;SEMANA;RAYON 40 EST PEPPER;VERÃO 2025;PEPPER;FC - VER25 SEM 42 - 14/10;1
01616;CAMISA CROP TERRARIO PB;SEMANA;;VERÃO 2020;;;1
02028;MACACAO CLASSIC;SEMANA;;VERÃO 2021;;;1
02185;VESTIDO MIDI LITORANEA;SEMANA;;VERÃO 2021;;;1
00434;VESTIDO MENDHI FLORAL;SEMANA;;VERÃO 2017;;;1
04236;VESTIDO ROUGE DETALHE ALCA;SEMANA 48;ESTAMPA ROUGE BASE GLOW;ALTO VERÃO 2024;ROUGE;FC - VER24 SEM48 - 27/11 ;1
00360;PANTALONA FOLHAGEM;SEMANA;;PRIMAVERA/VERÃO 2016;;;1
00634;MACACAO MIDI VALENCIA;SEMANA;;OUTONO/INVERNO 2017;;;1
01338;REGATA CHEVRON BALTICO;SEMANA;;VERÃO 2019;;;1
02144;VESTIDO MIDI MILOS;SEMANA;;VERÃO 2021;;;1
03852;COLETINHO  DIV 5000;BAZAR;;BAZAR 2023;;;1
04213;CROPPED ROUGE MEIA TACA;SEMANA 48;ESTAMPA ROUGE BASE GLOW;ALTO VERÃO 2024;ROUGE;FC - VER24 SEM48 - 27/11 ;1
06449;MACACAO LONGO MOGGIANA;CANCELADO;;INVERNO 2026;MOGGIANA;;1
00570;BLUSA MENDHI TRACO;SEMANA;;OUTONO/INVERNO 2017;;;1
01356;PANTALONA LISTRAS;SEMANA;;VERÃO 2019;;;1
02432;BLUSA FAVORITE;SEMANA;;INVERNO 2021;;;1
03506;SHORT GLOW;CANCELADO;;ALTO VERÃO 2023;;;1
03531;TOP COOL;CANCELADO;;ALTO VERÃO 2023;;;1
03965;BLAZER MOON;SEMANA 30;ATACAMA POLY SPAN;INVERNO 2023;;FC - INV23 SEM29 - 17/07;3
05425;CAMISA BABADOS DASH;CANCELADO;TAG PAPEL C/ ILHOES LIZIE;INVERNO 2025;DASH;;1
06178;SHORT BOTOES ALOIA;SEMANA 50;BROMELIA EST ALOIA 00S309;ALTO VERÃO 2026;ALOIA;FC - AV26 SEM 46 - 10/11;1
04375;CROPPED GARDEN CORSET;CANCELADO;TAG PAPEL C/ ILHOES LIZIE;VERÃO 2024;GARDEN;;3
05400;MACACAO LINHO RAGLAN;CANCELADO;;VERÃO 2025;LINHO;;1
00764;REGATA OFF CLEAN;SEMANA;;VERÃO 2018;;;1
02285;MACACAO INSTANTE;SEMANA;;INVERNO 2021;;;1
03300;PANTALONA SONETO;SEMANA;;VERÃO 2023;SONETO;;1
06303;CAMISA OVER CREMA;SEMANA 10;TRICOLINE 100% ALGODAO FIO 40 P11NM0043;INVERNO 2026;CREMA;FC - PECA FOTO - INV27;4
06406;VESTIDO CROPPED INTENSE;SEMANA 16;MARROCAINE LISO AT2374PD;INVERNO 2026;INTENSE;FC - PECA FOTO - INV27;2
00298;CAMISA BOLSO VISC;SEMANA;;OUTONO/INVERNO 2016;;;2
00705;CALCA BASICA FLARE;SEMANA;;VERÃO 2018;;;1
00965;CIGANINHA LACO;SEMANA;;OFF;;;1
01353;TOP LISTRAS;SEMANA;;OFF;;;2
01532;TOP BASICO;SEMANA;;OFF;;;2
03723;SHORT STAR;SEMANA 28;BORDEAUX CREPE AIR FLOW;ALTO VERÃO 2023;;FC - AV23 SEM05 - 01/02;6
04215;BLUSA LUNA BASICA;SEMANA 50;LINHO CHINA (AT2314);ALTO VERÃO 2024;LUNA;FC - VER24 SEM50 - 11/12;12
04660;CAMISA RAVENA MANGA BUFANTE;SEMANA 28;PATOU NEW (RW82311);VERÃO 2025;RAVENA;FC - INV24 SEM19 - 04/05;16
04857;VESTIDO CURTO CHESS;CANCELADO;TAG PAPEL C/ ILHOES LIZIE;INVERNO 2024;CHESS;;1
06693;BLUSA OMBREIRAS SONAR;SEMANA 32;MARROCAINE EST SONAR PW80136-27;VERÃO 2027;SONAR;FC - VER27 SEM 32 - 03/08;1
01167;CALCA FLARE NEW;SEMANA;;OFF;;;2
03846;SAIA LONGA DIV 7000;BAZAR;;BAZAR 2023;;;1
04893;CROPPED CAMADAS;SEMANA 39;LINHO CHINA (AT2314);ALTO VERÃO 2025;AMETISTA;FC - VER25 SEM 37- 09/09;1
00578;VESTIDO LONGO BARRADA;SEMANA;;OUTONO/INVERNO 2017;;;1
01454;CROPPED BOTOES BALI;SEMANA;;INVERNO 2019;;;1
01692;PANTALONA VELEIRO;SEMANA;;VERÃO 2020;;;1
03015;KIMONO EUFORIA;SEMANA;;INVERNO 2022;AGRESTE;;1
03256;TOP STAR;CANCELADO;;ALTO VERÃO 2023;;;1
04142;MACACAO DUO;SEMANA;;OUTONO/INVERNO 2016;;;0
05505;VESTIDO CURTO ENSEADA;CANCELADO;MARROCAINE LISO AT2374PD;VERÃO 2025;ENSEADA;;5
05661;SAIA MIDI FRESH;SEMANA 02;JALAPAO;ALTO VERÃO 2025;FRESH;FC - AV25 SEM 42 -14/10;12
05998;VESTIDO LONGO GALERIA;CANCELADO;ESTAMPA CHIFFON POA PW500121-1;VERÃO 2026;GALERIA;;1
06221;MACACAO MAR;SEMANA 48;LINHO CHINA (AT2314);INTERMEDIÁRIA;MAR;FC - AV26 SEM 45 - 03/11;3
06434;TRENCH COAT ALLEGRO;CANCELADO;ALFAIATARIA FAM ALLEGRO BYW850198;INVERNO 2026;ALLEGRO;;1
06649;TRENCH COAT DOPPIO;SEMANA 23;TWEED LUREX FLORENCA;INVERNO 2026;DOPPIO;FC - INV26 SEM 23 - 01/06;1
00860;VESTIDO ENVELOPE;SEMANA;;VERÃO 2018;;;2
01149;CALCA PANTACOURT CLOCHARD;SEMANA;;VERÃO 2019;;;1
04506;CROPPED NUVEM DECOTE COSTAS;SEMANA 49;ALGODAO BORDADO DOTS CHINA (EW13035-3);ALTO VERÃO 2024;NUVEM;FC - VER24 SEM49 - 04/12;1
00807;PANTACOURT LACO LAZULI;SEMANA;;VERÃO 2018;;;1
00812;MACACAO BANDEIRA MENTA;SEMANA;;VERÃO 2018;;;1
01465;PANTACOURT CREPE;SEMANA;;INVERNO 2019;;;1
03568;VESTIDO LONGO AFETO;SEMANA 50;AUSTRIA COTTON JACQUARD;VERÃO 2023;;FC - VER23 SEM 50 - 12/12;3
06010;PANTALONA COLOR;SEMANA 45;VISCOSE ESSENCIAL ARW800098;INTERMEDIÁRIA;COLOR;FC - AV26 SEM 42 - 13/10;4
00540;SAIA MIDI GIRASSOL;SEMANA;;OUTONO/INVERNO 2017;;;1
01341;CAMISA CROP CAJU;SEMANA;;VERÃO 2019;;;1
02390;VESTIDO ESFERA;SEMANA;;INVERNO 2021;;;1
02730;REGATA LA VIE;SEMANA;;VERÃO 2022;;;1
05898;VESTIDO CURTO TURMALINA;SEMANA 23;LINHO CHINA (AT2314);INVERNO 2026;TURMALINA;FC - INV25 SEM 20 - 12/05;6
06623;BLUSA LUNGO ASSIMETRICO;SEMANA 16;PURO LINHO MYKONOS P11LN0118;INVERNO 2026;LUNGO;FC - PECA FOTO - INV27;3
00709;SHORT LABIRINTO;SEMANA 20;;VERÃO 2018;LABIRINTO;;1
01525;MAXI CAMISA BASIC;SEMANA;;OFF;;;1
02581;BATA LOVELY;SEMANA;;OFF;;;3
03461;CALCA PREGAS;SEMANA 39;TAG PAPEL C/ ILHOES LIZIE;VERÃO 2023;;FC - VER23 SEM43 - 27/10;5
02060;BLUSA CRETA;SEMANA;;OFF;;;7
02267;CROPPED MOMENTO;SEMANA;;OFF;;;6
02929;TOP HERANCA;SEMANA;;OFF;HERANÇA;;1
02947;VESTIDO MD VIBRANTE;SEMANA;;VERÃO 2022;;;1
06144;VESTIDO CURTO GRAVURA;SEMANA 42;MARROCAINE EST PW80136;ALTO VERÃO 2026;GRAVURA;FC - AV26 SEM 42 - 13/10;1
00406;BATA PESPONTO;SEMANA;;VERÃO 2017;;;1
01026;CROPPED POA MADRI;SEMANA;;OFF;;;1
01704;CROPPED TROPICALIA;SEMANA;;VERÃO 2020;;;1
02227;VESTIDO;SEMANA;;VERÃO 2021;;;1
02352;BLUSA TEE;SEMANA;;OFF;;;8
02931;MACACAO LG PEROLA;SEMANA;;OFF;PEROLA;;1
03239;MACACAO ALEGRIA;CANCELADO;;VERÃO 2023;;;4
04190;VESTIDO CURTO DIV 6000;BAZAR;;BAZAR 2023;;;1
04740;CROPPED DALIA RECORTES;SEMANA 22;ATACAMA CHINA (AT-1909);INVERNO 2024;DALIA;FC - INV24 SEM20 - 13/05;9
04833;PANTALONA ALFAIATARIA LIVING;SEMANA 42;PATOU CHINA AT2302;VERÃO 2025;LIVING;;15
05745;VESTIDO MIDI CHATEAU;SEMANA 13;TRICOLINE MILANO 3547;INVERNO 2025;CHATEAU;FC - INV25 SEM 13 - 24/03;1
06162;VESTIDO CURTO MAR;SEMANA 48;LINHO CHINA (AT2314);ALTO VERÃO 2026;MAR;FC - AV26 SEM 45 - 03/11;3
03532;PANTALONA COOL;SEMANA;;ALTO VERÃO 2023;;;1
03774;BLAZER ABRIGO;SEMANA 25;ALFAIATARIA MARANT;INVERNO 2023;;FC - INV23 SEM16 - 17/04;4
05310;CROPPED LACO FELICITA LAISE;SEMANA 47;ALGODAO BORDADO DOTS CHINA (EW5585-03);ALTO VERÃO 2025;FELICITA;FC - VER25 SEM 45 - 04/11;1
05762;BLUSA BOREAL;SEMANA 27;VISCOSE ESSENCIAL ARW800098;VERÃO 2026;BOREAL;FC - VER26 SEM 27 - 01/07;5
05780;BERMUDA PREGAS AMARANTO;SEMANA 21;ALFAIATARIA MARRANT NEW (AT2286);INVERNO 2025;AMARANTO;FC - INV25 SEM 21 - 19/05;3
01259;SHORT LINHO TRI;SEMANA;;VERÃO 2019;;;3
03076;KIMONO MANDACARU;SEMANA;;INVERNO 2022;MANDACARU;;1
04409;SHORT SENTIR PASSADOR DUPLO;SEMANA 07;ESTAMPA SENTIR;INVERNO 2024;SENTIR;FC - VER24 SEM45 - 06/11;1
04534;BLAZER MINE BOTOES;SEMANA 20;TWEED XADREZ (YW56733-1);INVERNO 2024;MINE;FC - INV24 SEM20 - 13/05 ;1
01266;MACACAO MIDI BRISA;SEMANA;;VERÃO 2019;;;2
05901;BATA FLUIDA DOM;SEMANA 31;MARROCAINE RW80136-1;VERÃO 2026;DOM;FC - VER26 SEM 31 - 28/07;3
01598;VESTIDO AFETO;SEMANA;;VERÃO 2020;;;1
01821;VESTIDO MIDI NATURALE;SEMANA;;VERÃO 2020;;;1
03943;VESTIDO RELICARIO;SEMANA 32;FIRENZE CHINA;VERÃO 2024;RELICARIO;FC - VER24 SEM32 - 07/05;3
00433;VESTIDO BASICO ROSA FLOR;SEMANA;;VERÃO 2017;;;1
00481;REGATA DEBRUM;SEMANA;;VERÃO 2017;;;1
03580;VESTIDO DUNAS;SEMANA 48;EST DUNAS - PARISE;VERÃO 2023;;FC - VER24 SEM48 - 27/11 ;1
05899;SHORT SAIA CITRINO;SEMANA 18;ALFAIATARIA MARRANT NEW (AT2286);INVERNO 2025;CITRINO;FC - INV25 SEM 18 - 28/04;4
01078;BLUSA MAXI TRICOT;SEMANA;;INVERNO 2018;;;2
03228;PANTALONA CIRANDA;SEMANA;;VERÃO 2023;;;2
05451;CROPPED CHOICE;CANCELADO;TAG PAPEL C/ ILHOES LIZIE;VERÃO 2025;CHOICE;;1
06224;PANTALONA NAIF;CANCELADO;;ALTO VERÃO 2026;NAIF;;3
01098;CALCA BOY LACO;SEMANA;;OFF;;;1
02000;CONJUNTO PIJAMA;SEMANA;;OFF;;;1
02106;VESTIDO MOLET GOLA;SEMANA;;OFF;;;1
02934;CALCA PEROLA;SEMANA;;VERÃO 2022;PEROLA;;1
03452;KIMONO NIGHT;SEMANA 40;ETIQUETA INTERNA (PP);VERÃO 2023;NIGHT;;1
00783;REGATA BORDADA;SEMANA;;VERÃO 2018;;;1
02210;SAIA VERANEIO;SEMANA;;VERÃO 2021;;;4
00572;PANTACOURT POA;SEMANA;;OUTONO/INVERNO 2017;;;1
00773;SAIA TRANSP ORIENTAL;SEMANA;;VERÃO 2018;;;1
01324;CROPPED PALMEIRA;SEMANA;;VERÃO 2019;;;1
04420;CALCA TROPICO RETA;CANCELADO;MARANT CHINA;VERÃO 2024;TROPICO;;2
04633;PANTALONA DALIA;SEMANA 22;ATACAMA CHINA (AT-1909);INVERNO 2024;DALIA;;4
05978;VESTIDO LONGO DECOTE V;SEMANA 16;VISCOSE ESSENCIAL ARW800098;INVERNO 2025;;;4
05980;MACACAO ALCA LARGA FABRIC;CANCELADO;ALGODAO MAQUINETADO PONTILHADO;VERÃO 2026;FABRIC;;1
00899;REGATA TERRACOTA;SEMANA;;VERÃO 2018;;;1
02233;CHEMISE VERANEIO;SEMANA;;OFF;;;4
04894;BLUSA ROLOTE CHERRY;SEMANA 32;GGT TWILL;VERÃO 2025;CHERRY;FC - VER25 SEM 34 - 19/08;4
05375;SAIA MIDI LINHO SUNSHINE;SEMANA 44;LINHO SPANDEX;ALTO VERÃO 2025;SUNSHINE;FC - VER25 SEM 40- 30/09;9
06113;REGATA ALONGADA NAIF;SEMANA 50;MARROCAINE RW80136-1;INTERMEDIÁRIA;NAIF;FC - AV26 SEM 44 - 27/10;3
06180;VESTIDO CROPPED ALOIA;SEMANA 50;BROMELIA EST ALOIA 00S309;ALTO VERÃO 2026;ALOIA;FC - AV26 SEM 46 - 10/11;1
06592;SAIA CROPPED;SEMANA;TECIDO DIVERSOS BAZAR;BAZAR FABRICA;;;1
00767;SAIA MIDI LINHO;SEMANA;;VERÃO 2018;;;1
01920;CROPPED LINHO RUSTIC;SEMANA;;OFF;;;2
02635;MACACAO LIVE;SEMANA;;VERÃO 2022;;;1
04369;CROPPED RETALHOS;BAZAR;TECIDO DIVERSOS BAZAR;BAZAR 2023;;;1
04907;VESTIDO CURTO MINIMAL;SEMANA 30;BORDEAUX CREPE AIR FLOW;VERÃO 2025;MINIMAL;;21
05000;MACAQUINHO ALDEIA LINHO;SEMANA 35;LINHO CHINA (AT2314);VERÃO 2025;ALDEIA;FC - VER25 SEM 36 - 02/09;9
05290;VESTIDO CURTO LOVELY;SEMANA 45;PARISE ESTAMPA LOVELY;ALTO VERÃO 2025;LOVELY;FC - VER25 SEM 45 - 04/11;1
04529;MINI SAIA RISCA DE GIZ;SEMANA 11;ALFAIATARIA RISCA GIZ(ADS220418-2);INVERNO 2024;RISCA DE GIZ;FC - INV24 SEM11 - 11/03;4
05435;CALCA TRANSPASSE BOTOES CITRINO;SEMANA 18;ALFAIATARIA MARRANT NEW (AT2286);INVERNO 2025;CITRINO;FC - INV25 SEM 18 - 28/04;4
06389;TOP RECORTES FLORIAN;SEMANA 16;BORDADO FAM FLORIAN AEW100560-01;INVERNO 2026;FLORIAN;FC - PECA FOTO - INV27;2
00760;BLUSA BEAUTIFUL;SEMANA;;VERÃO 2018;;;1
01775;SHORT FREE;SEMANA;;OFF;;;4
02155;CALCA CONTEMPORANY;SEMANA;;VERÃO 2021;;;1
03025;CROPPED SERTAO;SEMANA;;INVERNO 2022;;;12
04418;VESTIDO SOLEIL BABADOS;CANCELADO;TAG PAPEL C/ ILHOES LIZIE;VERÃO 2024;SOLEIL;;3
00569;VESTIDO CURTO TRACOS;SEMANA;;OUTONO/INVERNO 2017;;;1
00638;MACACAO LISTRAS COTTON;SEMANA;;OUTONO/INVERNO 2017;;;1
02795;CALCA ROSE;SEMANA;;VERÃO 2022;;;1
06851;REGATA RENDA;SEMANA 32;MARROCAINE RW80136-1;VERÃO 2027;TOUR;;3
00844;BODY COSTAS CAVADA;SEMANA;;VERÃO 2018;;;1
02414;TSHIRT CLEAN;SEMANA;;OFF;;;3
02418;TOP FAIXA CLEAN;SEMANA;;OFF;;;6
02454;CAMISA INSTANTE;SEMANA;;INVERNO 2021;;;1
02827;VESTIDO MD SOLEIL;SEMANA;;OFF;;;1
04135;MACACAO LONGO FILADELFIA;SEMANA;;OUTONO/INVERNO 2016;;;0
04696;CROPPED CORSET CHESS;SEMANA 18;XADREZ FIO TINTO (YW61792-1);INVERNO 2024;CHESS;;1
05339;VESTIDO LONGO RECORTES LIVING;CANCELADO;PATOU CHINA AT2302;VERÃO 2025;LIVING;;4
05720;CALCA LAKE;SEMANA 11;JALAPAO;INVERNO 2025;LAKE;FC - INV25 SEM 11 - 10/03;2
05957;PANTALONA PATOU CREATIVE;SEMANA 39;PATOU CHINA AT2302;VERÃO 2026;CREATIVE;FC - VER26 SEM 38 - 15/09;3
06050;VESTIDO CROPPED MAM;SEMANA 42;LINHO 100%;ALTO VERÃO 2026;MAM;FC - AV26 SEM 42 - 13/10;3
01966;VESTIDO MIDI POA ZEN;SEMANA;;INVERNO 2020;;;1
02171;CALCA PREMIUM;SEMANA;;VERÃO 2021;;;1
03694;PANTALONA PARAISO;SEMANA 09;MONTE VERNON POLY LINEN;INVERNO 2023;;FC - AV23 SEM06 - 06/02;4
05917;SAIA CROPPED LISTRADA PONTAL;SEMANA 35;VISCOSE FIO TINTO;VERÃO 2026;PONTAL;FC - VER26 SEM 36 - 01/09;1
00415;CROPPED ABACAXI;SEMANA;;VERÃO 2017;;;1
01922;REGATA MOLDURA;SEMANA;;OFF;;;1
04486;BLUSA PARIS ALCA REMOVIVEL;SEMANA 14;ALFAIATARIA MARANT;INVERNO 2024;PARIS;FC - INV24 SEM10 - 04/03;16
00757;BLUSA LACO TROPICAL;SEMANA;;VERÃO 2018;;;1
04146;MACACAO TULIPA;SEMANA;;OUTONO/INVERNO 2016;;;0
00366;CALCA CANDY COLORS ROSE QUARTZ;SEMANA;;PRIMAVERA/VERÃO 2016;;;2
03418;CAMISA FELINO;SEMANA;CODIGO DE BARRAS 43X75MM;VERÃO 2023;FELINO;;1
03527;TOP PRISMA;SEMANA;;INVERNO 2023;;;1
04815;PANTALONA A DETALHE FAIXA;CANCELADO;ETIQUETA PERSONALIZADA LIZIE;VERÃO 2025;;;1
06052;VESTIDO CURTO MAR;CANCELADO;;ALTO VERÃO 2026;MAR;;3
00324;BLUSA 2/4 FLORAL LOSANGO;SEMANA;;OUTONO/INVERNO 2016;;;1
03247;PANTALONA ENTREMEIO;CANCELADO;;VERÃO 2023;;;1
06621;SHORT VIENNA;SEMANA 23;LINHO CHINA (AT2314);INVERNO 2026;VIENNA;FC - INV26 SEM 10 - 02/03;1
00779;PANTACOURT LACO LINHO;SEMANA;;VERÃO 2018;;;6
01768;CALCA FLARE LISBOA;SEMANA;;OFF;;;1
01803;CALCA COOL;SEMANA;;OFF;;;4
01974;PANTALONA FOLK;SEMANA;;OFF;;;2
02971;CROPPED URCA;SEMANA;;INVERNO 2022;;;5
04368;REGATA RETALHOS;BAZAR;TECIDO DIVERSOS BAZAR;BAZAR 2023;;;1
05409;COLETE TOFFEE BOTOES;SEMANA 11;MARRANT EST TOFFEE;INVERNO 2025;TOFFEE;FC - INV25 SEM 11 - 10/03;1
05526;SHORT PREGAS BORDADO SELENITA;CANCELADO;ETIQUETA COLLECTION;INVERNO 2025;SELENITA;;2
